[2023-02-20T03:24:32.894708+01:00] Akmalmp\BelajarPhpMvc\HandlerTest.DEBUG: This is debug [] []
[2023-02-20T06:40:45.110991+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-102 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111067+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-103 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111147+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-104 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111223+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-105 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111299+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-106 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111375+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-107 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111455+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-108 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111534+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-109 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111610+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-110 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111685+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-111 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111760+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-112 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111836+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-113 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111913+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-114 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.111988+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-115 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112064+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-116 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112139+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-117 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112214+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-118 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112291+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-119 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112367+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-120 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112443+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-121 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112518+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-122 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112594+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-123 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112669+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-124 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112745+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-125 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112821+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-126 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112899+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-127 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.112977+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-128 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113056+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-129 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113132+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-130 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113246+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-131 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113447+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-132 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113607+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-133 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113762+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-134 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.113916+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-135 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.114140+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-136 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.114294+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-137 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.114448+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-138 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.114598+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-139 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.114781+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-140 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.114932+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-141 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.115082+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-142 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.115376+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-143 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.115560+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-144 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.115809+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-145 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.115977+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-146 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.116136+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-147 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.116295+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-148 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.116455+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-149 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.116614+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-150 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.116772+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-151 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.116927+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-152 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.117155+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-153 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.117316+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-154 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.117472+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-155 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.117629+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-156 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.117786+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-157 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.117945+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-158 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.118102+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-159 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.118257+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-160 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.118414+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-161 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.118571+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-162 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.118726+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-163 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.118964+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-164 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.119129+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-165 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.119287+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-166 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.119444+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-167 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.119683+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-168 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.119843+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-169 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.119996+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-170 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.120150+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-171 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.120305+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-172 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.120467+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-173 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.120620+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-174 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.120774+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-175 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.120927+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-176 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.121093+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-177 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.121246+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-178 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.121393+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-179 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.121541+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-180 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.121705+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-181 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.121935+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-182 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.122097+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-183 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.122251+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-184 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.122402+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-185 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.122569+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-186 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.122720+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-187 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.122867+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-188 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123017+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-189 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123158+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-190 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123291+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-191 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123419+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-192 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123553+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-193 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123687+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-194 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123823+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-195 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.123959+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-196 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.124114+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-197 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.124323+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-198 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
[2023-02-20T06:40:45.124463+01:00] Akmalmp\BelajarLogger\ResetTest.INFO: Perulangan ke-199 [] {"hostname":"Laptop-Akmal","memory_usage":"4 MB","git":{"branch":"master","commit":"e257bab536b4fe8c544f605bc8303ea2650c96e0"}}
